BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000011831,125009538,"10 RHU ELLEN COURT ","RHU ","HELENSBURGH ",G84 8SD,2024-03-14,"RdSAP, existing dwelling",2024-03-14,587.00,91,10554.0000,5976.0000,45,E,76,C,32,F,60,D,99.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 541; Energy Rating after improvement: D 62; Environmental Rating after improvement: E 49; Green Deal Eligible: Y | Description: Increase hot water cylinder insulation; Indicative Cost: £15 - £30; Typical Saving: 144; Energy Rating after improvement: D 64; Environmental Rating after improvement: E 51; Green Deal Eligible: Y | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,600 - £2,400; Typical Saving: 644; Energy Rating after improvement: C 74; Environmental Rating after improvement: D 56; Green Deal Eligible: Y | Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 545; Energy Rating after improvement: E 54; Environmental Rating after improvement: E 40; Green Deal Eligible: Y | Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 118; Energy Rating after improvement: C 76; Environmental Rating after improvement: D 60; Green Deal Eligible: Y | ","Cavity wall, as built, no insulation (assumed) | Cavity wall, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters ","Average ","Very Poor ","Manual charge control ","Poor ","Poor ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Very Poor ","Poor ","Low energy lighting in 88% of fixed outlets ","Very Good ","Very Good ",,,,9.00,4.40,7533.0000,3087.0000,2523.00,993.00,498.00,498.00,"Description: External insulation with cavity wall insulation | Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,14003,2882,0,-3041,0,,1965-1975,2.33,S01000786 (Helensburgh West and Rhu),298.00,0,8,7,88,ground floor,00,1,4,unheated corridor,4,Argyll and Bute,,electric storage heaters,electricity (not community),2401,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,3.7,00QDMJ,Lomond North,0,Semi-Detached,Flat,S01007383 (Helensburgh West and Rhu - 03),2024-03-14 14:55:55.9581216
1000010987,484050353,"62 CHANTINGHALL ROAD ",,"HAMILTON ",ML3 8NG,2024-01-25,"RdSAP, existing dwelling",2024-01-27,537.00,70,11406.0000,7428.0000,29,F,75,C,39,E,59,D,91.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 171; Energy Rating after improvement: E 54; Environmental Rating after improvement: D 58; Green Deal Eligible: Y | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,600 - £2,400; Typical Saving: 1002; Energy Rating after improvement: C 74; Environmental Rating after improvement: D 57; Green Deal Eligible: Y | Description: Flat roof insulation; Indicative Cost: £850 - £1,500; Typical Saving: 1254; Energy Rating after improvement: E 50; Environmental Rating after improvement: D 55; Green Deal Eligible: Y | Description: Heat recovery system for mixer showers; Indicative Cost: £585 - £725; Typical Saving: 50; Energy Rating after improvement: C 75; Environmental Rating after improvement: D 59; Green Deal Eligible: Y | ","Cavity wall, filled cavity | Solid brick, as built, no insulation (assumed) ","Average | Poor ","Average | Poor ","Flat, limited insulation (assumed) ","Very Poor ","Very Poor ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Room heaters, electric ","Very Poor ","Poor ","Appliance thermostats ","Good ","Good ","None ","N/A ","N/A ","Electric immersion, standard tariff ","Very Poor ","Poor ","Low energy lighting in 67% of fixed outlets ","Good ","Good ",,,,6.30,2.40,9237.0000,2742.0000,1770.00,765.00,399.00,471.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,9905,1899,0,0,-435,,1965-1975,2.2,S01005911 (Burnbank South and Chantinghall),334.00,0,9,6,67,top floor,02,1,4,unheated corridor,4,South Lanarkshire,,room heaters,electricity (not community),2602,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,7,00RFMT,Hamilton West and Earnock,0,Detached,Flat,S01012789 (Burnbank South and Chantinghall - 02),2024-01-27 20:51:23.0980736
1000011253,131027209,"8 MEADOW RISE ","NEWTON MEARNS ","GLASGOW ",G77 6SE,2024-02-08,"RdSAP, existing dwelling",2024-02-09,227.00,47,2469.0000,219.0000,73,C,75,C,75,C,77,C,40.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 73; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","To unheated space, limited insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 86% of fixed outlets ","Very Good ","Very Good ",,,,1.90,0.20,1818.0000,1599.0000,393.00,393.00,258.00,258.00,,,5328,1531,0,0,0,,1999-2002,2.3,"S01001703 (Mearns Village, Westacres and Greenfarm)",202.00,0,7,6,86,top floor,01,1,2,no corridor,2,East Renfrewshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QNMA,"Neilston, Uplawmoor and Newton Mearns North",0,Semi-Detached,Flat,"S01008340 (Mearns Village, Westacres and Greenfarm - 06)",2024-02-09 14:38:51.7573767
1000022682,137004675,"36 STATION ROAD ",,"DALBEATTIE ",DG5 4BW,2024-03-05,"RdSAP, existing dwelling",2024-03-05,369.00,130,9483.0000,4848.0000,50,E,82,B,41,E,78,C,65.00,"Description: Room-in-roof insulation; Indicative Cost: £1,500 - £2,700; Typical Saving: 268; Energy Rating after improvement: E 54; Environmental Rating after improvement: E 44; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 79; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | Description: Hot water cylinder thermostat; Indicative Cost: £200 - £400; Typical Saving: 236; Energy Rating after improvement: D 62; Environmental Rating after improvement: E 54; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 542; Energy Rating after improvement: B 82; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 297; Energy Rating after improvement: D 58; Environmental Rating after improvement: E 49; Green Deal Eligible: Y | Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 704; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 69; Green Deal Eligible: Y | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £15 - £30; Typical Saving: 33; Energy Rating after improvement: D 59; Environmental Rating after improvement: E 49; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Good ","Good ","Pitched, 150 mm loft insulation | Roof room(s), insulated ","Good | Average ","Good | Average ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Average ","Average ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system, no cylinder thermostat ","Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,8.50,5.60,7254.0000,3759.0000,1791.00,438.00,438.00,438.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump | Description: Micro CHP |  ",,14846,3654,-195,0,0,,1976-1983,2.47,S01000949 (Dalbeattie),126.00,2,11,11,100,,,4,5,,5,Dumfries and Galloway,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00QHMF,Abbey,0,Detached,House,S01007539 (Dalbeattie - 01),2024-03-05 11:55:22.9642170
1000011376,906382558,"FLAT 12  ","35 OCEAN DRIVE ","EDINBURGH ",EH6 6JL,2024-02-26,"RdSAP, existing dwelling",2024-02-26,137.00,195,5697.0000,264.0000,79,C,79,C,76,C,76,C,24.00,"Description: Low energy lighting for all fixed outlets; Indicative Cost: £70; Typical Saving: 88; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 76; Green Deal Eligible: N | ","Cavity wall, as built, insulated (assumed) | System built, as built, insulated (assumed) ","Good | Good ","Good | Good ","Pitched, 150 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 46% of fixed outlets ","Good ","Good ",,,,4.70,0.10,4017.0000,4062.0000,801.00,801.00,879.00,570.00,,,13993,3001,-720,0,0,,1999-2002,2.43,S01002304 (Leith Docks),133.00,0,26,12,46,top floor,06,2,6,unheated corridor,6,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,17,00QPMN,Leith,0,Mid-Terrace,Maisonette,S01008779 (The Shore and Constitution Street - 02),2024-02-26 19:58:17.3570491
1000011462,906121947,"FLAT 7  ","17 HAWKHILL ","EDINBURGH ",EH7 6LA,2024-03-20,"RdSAP, existing dwelling",2024-03-22,253.00,49,2778.0000,699.0000,70,C,77,C,70,C,79,C,45.00,"Description: Increase loft insulation to 270 mm; Indicative Cost: £100 - £350; Typical Saving: 38; Energy Rating after improvement: C 71; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | Description: Hot water cylinder thermostat; Indicative Cost: £200 - £400; Typical Saving: 81; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 76; Green Deal Eligible: Y | Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 88; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 79; Green Deal Eligible: Y | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £15 - £30; Typical Saving: 25; Energy Rating after improvement: C 72; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","Pitched, 150 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system, no cylinder thermostat ","Average ","Average ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.20,0.70,1461.0000,1293.0000,1092.00,561.00,225.00,225.00,,,3150,3168,-376,0,0,,1984-1991,2.45,S01002237 (Hermitage Park and Prospect Bank),177.00,0,6,6,100,top floor,03,1,2,unheated corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,3.79,00QPMN,Leith,0,Mid-Terrace,Flat,S01008761 (Restalrig and Lochend - 06),2024-03-22 14:05:57.5064692
1000023139,116067106,"41 BOWMONT COURT ","HEITON ","KELSO ",TD5 8JY,2024-03-08,"RdSAP, existing dwelling",2024-03-08,165.00,140,4995.0000,519.0000,75,C,85,B,73,C,82,B,29.00,"Description: Low energy lighting for all fixed outlets; Indicative Cost: £40; Typical Saving: 84; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 73; Green Deal Eligible: N | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 524; Energy Rating after improvement: B 85; Environmental Rating after improvement: B 82; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 88; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","Solid, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 38% of fixed outlets ","Average ","Average ",,,,4.10,1.30,3474.0000,3546.0000,735.00,444.00,786.00,486.00,,,10787,2745,0,0,0,,2003-2007,2.46,S01005407 (Cheviot East),112.00,0,13,5,38,,,1,5,,5,Scottish Borders,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QEMJ,Jedburgh and District,0,Detached,House,S01012343 (Roxburgh Heiton Eckford Area),2024-03-08 13:46:09.3297044
1000023415,906229268,"33 SOUTH TRINITY ROAD ","TRINITY ","EDINBURGH ",EH5 3PN,2024-01-12,"RdSAP, existing dwelling",2024-01-16,371.00,41,3735.0000,1143.0000,65,D,77,C,62,D,61,D,63.00,"Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,200 - £1,800; Typical Saving: 342; Energy Rating after improvement: C 77; Environmental Rating after improvement: D 61; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 38; Energy Rating after improvement: D 66; Environmental Rating after improvement: D 63; Green Deal Eligible: Y | ","Sandstone or limestone, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","Suspended, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Room heaters, electric ","Very Poor ","Poor ","Appliance thermostats ","Good ","Good ","None ","N/A ","N/A ","Electric immersion, off-peak ","Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.60,-0.10,2652.0000,1599.0000,864.00,753.00,219.00,240.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,3285,1512,0,0,0,,1999-2002,2.56,S01002287 (Trinity),379.00,0,10,10,100,ground floor,00,1,3,no corridor,3,Edinburgh City,,room heaters,electricity (not community),2602,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QPMD,Forth,0,Mid-Terrace,Maisonette,S01008830 (Trinity - 05),2024-01-16 16:37:37.8374762
1000014028,135004119,"43 TAYLOR GREEN ","CARMONDEAN ","LIVINGSTON ",EH54 8SX,2024-02-13,"RdSAP, existing dwelling",2024-02-14,418.00,84,6198.0000,1653.0000,66,D,75,C,47,E,57,D,71.00,"Description: High heat retention storage heaters; Indicative Cost: £1,600 - £2,400; Typical Saving: 252; Energy Rating after improvement: C 75; Environmental Rating after improvement: D 57; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 300; Energy Rating after improvement: C 71; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","Suspended, limited insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters ","Average ","Very Poor ","Automatic charge control ","Average ","Average ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in 91% of fixed outlets ","Very Good ","Very Good ",,,,5.90,1.40,4755.0000,3102.0000,972.00,972.00,471.00,471.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,8842,2142,0,0,0,,1992-1998,2.41,S01006454 (Dechmont),321.00,0,11,10,91,ground floor,00,1,4,unheated corridor,4,West Lothian,,electric storage heaters,electricity (not community),2402,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,8.98,00RHMC,Livingston North,0,Semi-Detached,Flat,S01013341 (Knightsridge and Deans North - 05),2024-02-14 09:12:13.9071329
1000014558,130081888,"32 ORMONDE TERRACE ",,"AVOCH ",IV9 8QU,2024-03-11,"RdSAP, existing dwelling",2024-03-11,561.00,87,14103.0000,6276.0000,28,F,70,C,25,F,59,D,120.00,"Description: Room-in-roof insulation; Indicative Cost: £1,500 - £2,700; Typical Saving: 846; Energy Rating after improvement: E 39; Environmental Rating after improvement: F 34; Green Deal Eligible: Y | Description: Upgrade heating controls; Indicative Cost: £350 - £450; Typical Saving: 278; Energy Rating after improvement: E 48; Environmental Rating after improvement: E 42; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 611; Energy Rating after improvement: D 60; Environmental Rating after improvement: E 50; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 356; Energy Rating after improvement: E 44; Environmental Rating after improvement: F 38; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 491; Energy Rating after improvement: C 70; Environmental Rating after improvement: D 59; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, no insulation (assumed) | Roof room(s), ceiling insulated ","Very Poor | Very Poor ","Very Poor | Very Poor ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, dual fuel (mineral and wood) ","Average ","Average ","No time or thermostatic control of room temperature ","Very Poor ","Very Poor ","None ","N/A ","N/A ","From main system, no cylinder thermostat ","Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,11.00,5.90,10464.0000,6681.0000,3291.00,798.00,348.00,348.00,,,22998,5734,-3495,0,0,,1950-1964,2.3,S01003880 (Black Isle South),257.00,1,12,12,100,,,1,5,,5,Highland,,boiler with radiators or underfloor heating,dual fuel - mineral + wood,2101,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00QTMK,Black Isle,0,Semi-Detached,House,S01010722 (Black Isle South - 04),2024-03-11 18:10:34.3111152
1000011945,906324263,"1F3  ","20 DEAN PARK STREET ","EDINBURGH ",EH4 1JT,2024-01-24,"RdSAP, existing dwelling",2024-01-26,215.00,47,2394.0000,768.0000,73,C,80,C,75,C,84,B,38.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 186; Energy Rating after improvement: C 78; Environmental Rating after improvement: B 82; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £10; Typical Saving: 24; Energy Rating after improvement: C 79; Environmental Rating after improvement: B 83; Green Deal Eligible: N | Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 45; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 60% of fixed outlets ","Good ","Good ",,,,1.80,0.70,1644.0000,960.0000,459.00,459.00,291.00,207.00,,,4636,1789,0,0,-2209,,before 1919,3.2,S01002178 (Stockbridge),132.00,0,5,3,60,mid floor,01,1,2,unheated corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,10.4,00QPME,Inverleith,0,Mid-Terrace,Flat,S01008862 (Stockbridge - 06),2024-01-26 11:48:39.0471150
